count,day
260296,2021-08-04T00:00:00+00:00
260479,2021-08-05T00:00:00+00:00
260836,2021-08-06T00:00:00+00:00
261186,2021-08-07T00:00:00+00:00
261471,2021-08-08T00:00:00+00:00
261756,2021-08-09T00:00:00+00:00
262085,2021-08-10T00:00:00+00:00
262416,2021-08-11T00:00:00+00:00
262508,2021-08-12T00:00:00+00:00
262516,2021-08-13T00:00:00+00:00
262665,2021-08-14T00:00:00+00:00
262886,2021-08-15T00:00:00+00:00
263080,2021-08-16T00:00:00+00:00
263379,2021-08-17T00:00:00+00:00
263542,2021-08-18T00:00:00+00:00
263734,2021-08-19T00:00:00+00:00
263974,2021-08-20T00:00:00+00:00
264207,2021-08-21T00:00:00+00:00
264520,2021-08-22T00:00:00+00:00
264756,2021-08-23T00:00:00+00:00
265021,2021-08-24T00:00:00+00:00
265321,2021-08-25T00:00:00+00:00
265560,2021-08-26T00:00:00+00:00
265842,2021-08-27T00:00:00+00:00
266064,2021-08-28T00:00:00+00:00
266270,2021-08-29T00:00:00+00:00
266499,2021-08-30T00:00:00+00:00
266780,2021-08-31T00:00:00+00:00
267038,2021-09-01T00:00:00+00:00
267232,2021-09-02T00:00:00+00:00
267384,2021-09-03T00:00:00+00:00
267418,2021-09-04T00:00:00+00:00
267518,2021-09-05T00:00:00+00:00
267732,2021-09-06T00:00:00+00:00
267947,2021-09-07T00:00:00+00:00
268192,2021-09-08T00:00:00+00:00
268326,2021-09-09T00:00:00+00:00
268440,2021-09-10T00:00:00+00:00
268502,2021-09-11T00:00:00+00:00
268648,2021-09-12T00:00:00+00:00
268790,2021-09-13T00:00:00+00:00
269002,2021-09-14T00:00:00+00:00
269319,2021-09-15T00:00:00+00:00
269455,2021-09-16T00:00:00+00:00
269555,2021-09-17T00:00:00+00:00
269597,2021-09-18T00:00:00+00:00
269698,2021-09-19T00:00:00+00:00
269824,2021-09-20T00:00:00+00:00
269957,2021-09-21T00:00:00+00:00
270128,2021-09-22T00:00:00+00:00
270274,2021-09-23T00:00:00+00:00
270498,2021-09-24T00:00:00+00:00
270619,2021-09-25T00:00:00+00:00
271535,2021-09-26T00:00:00+00:00
272041,2021-09-27T00:00:00+00:00
272420,2021-09-28T00:00:00+00:00
272669,2021-09-29T00:00:00+00:00
272848,2021-09-30T00:00:00+00:00
273106,2021-10-01T00:00:00+00:00
273433,2021-10-02T00:00:00+00:00
273555,2021-10-03T00:00:00+00:00
273867,2021-10-04T00:00:00+00:00
274054,2021-10-05T00:00:00+00:00
274364,2021-10-06T00:00:00+00:00
274693,2021-10-07T00:00:00+00:00
274941,2021-10-08T00:00:00+00:00
275096,2021-10-09T00:00:00+00:00
275287,2021-10-10T00:00:00+00:00
275517,2021-10-11T00:00:00+00:00
275749,2021-10-12T00:00:00+00:00
276097,2021-10-13T00:00:00+00:00
276378,2021-10-14T00:00:00+00:00
276699,2021-10-15T00:00:00+00:00
276816,2021-10-16T00:00:00+00:00
277034,2021-10-17T00:00:00+00:00
277236,2021-10-18T00:00:00+00:00
277422,2021-10-19T00:00:00+00:00
277699,2021-10-20T00:00:00+00:00
277955,2021-10-21T00:00:00+00:00
278078,2021-10-22T00:00:00+00:00
278247,2021-10-23T00:00:00+00:00
278504,2021-10-24T00:00:00+00:00
278816,2021-10-25T00:00:00+00:00
279289,2021-10-26T00:00:00+00:00
279756,2021-10-27T00:00:00+00:00
280245,2021-10-28T00:00:00+00:00
281324,2021-10-29T00:00:00+00:00
281392,2021-10-30T00:00:00+00:00
281783,2021-10-31T00:00:00+00:00
282199,2021-11-01T00:00:00+00:00
282521,2021-11-02T00:00:00+00:00
282851,2021-11-03T00:00:00+00:00
283139,2021-11-04T00:00:00+00:00
283476,2021-11-05T00:00:00+00:00
283631,2021-11-06T00:00:00+00:00
283752,2021-11-07T00:00:00+00:00
284080,2021-11-08T00:00:00+00:00
284434,2021-11-09T00:00:00+00:00
284787,2021-11-10T00:00:00+00:00
285157,2021-11-11T00:00:00+00:00
285581,2021-11-12T00:00:00+00:00
285879,2021-11-13T00:00:00+00:00
286129,2021-11-14T00:00:00+00:00
286445,2021-11-15T00:00:00+00:00
286825,2021-11-16T00:00:00+00:00
287030,2021-11-17T00:00:00+00:00
287323,2021-11-18T00:00:00+00:00
287519,2021-11-19T00:00:00+00:00
287703,2021-11-20T00:00:00+00:00
287878,2021-11-21T00:00:00+00:00
288071,2021-11-22T00:00:00+00:00
288311,2021-11-23T00:00:00+00:00
288124,2021-11-24T00:00:00+00:00
288379,2021-11-25T00:00:00+00:00
288558,2021-11-26T00:00:00+00:00
288697,2021-11-27T00:00:00+00:00
288856,2021-11-28T00:00:00+00:00
289187,2021-11-29T00:00:00+00:00
289323,2021-11-30T00:00:00+00:00
289549,2021-12-01T00:00:00+00:00
289830,2021-12-02T00:00:00+00:00
290144,2021-12-03T00:00:00+00:00
290623,2021-12-04T00:00:00+00:00
290953,2021-12-05T00:00:00+00:00
291349,2021-12-06T00:00:00+00:00
291617,2021-12-07T00:00:00+00:00
291751,2021-12-08T00:00:00+00:00
292106,2021-12-09T00:00:00+00:00
292384,2021-12-10T00:00:00+00:00
292803,2021-12-11T00:00:00+00:00
293366,2021-12-12T00:00:00+00:00
293902,2021-12-13T00:00:00+00:00
293933,2021-12-14T00:00:00+00:00
294073,2021-12-15T00:00:00+00:00
294180,2021-12-16T00:00:00+00:00
294227,2021-12-17T00:00:00+00:00
294231,2021-12-18T00:00:00+00:00
294313,2021-12-19T00:00:00+00:00
294345,2021-12-20T00:00:00+00:00
294456,2021-12-21T00:00:00+00:00
294534,2021-12-22T00:00:00+00:00
294758,2021-12-23T00:00:00+00:00
294928,2021-12-24T00:00:00+00:00
295152,2021-12-25T00:00:00+00:00
295364,2021-12-26T00:00:00+00:00
295629,2021-12-27T00:00:00+00:00
295823,2021-12-28T00:00:00+00:00
295983,2021-12-29T00:00:00+00:00
296116,2021-12-30T00:00:00+00:00
296285,2021-12-31T00:00:00+00:00
296339,2022-01-01T00:00:00+00:00
296479,2022-01-02T00:00:00+00:00
296646,2022-01-03T00:00:00+00:00
296827,2022-01-04T00:00:00+00:00
297015,2022-01-05T00:00:00+00:00
297153,2022-01-06T00:00:00+00:00
297408,2022-01-07T00:00:00+00:00
297528,2022-01-08T00:00:00+00:00
297661,2022-01-09T00:00:00+00:00
297806,2022-01-10T00:00:00+00:00
297958,2022-01-11T00:00:00+00:00
298106,2022-01-12T00:00:00+00:00
298202,2022-01-13T00:00:00+00:00
298366,2022-01-14T00:00:00+00:00
298484,2022-01-15T00:00:00+00:00
298564,2022-01-16T00:00:00+00:00
298663,2022-01-17T00:00:00+00:00
298772,2022-01-18T00:00:00+00:00
298869,2022-01-19T00:00:00+00:00
298967,2022-01-20T00:00:00+00:00
299094,2022-01-21T00:00:00+00:00
299187,2022-01-22T00:00:00+00:00
299234,2022-01-23T00:00:00+00:00
299323,2022-01-24T00:00:00+00:00
299457,2022-01-25T00:00:00+00:00
299567,2022-01-26T00:00:00+00:00
299657,2022-01-27T00:00:00+00:00
299738,2022-01-28T00:00:00+00:00
299854,2022-01-29T00:00:00+00:00
300013,2022-01-30T00:00:00+00:00
300098,2022-01-31T00:00:00+00:00
300199,2022-02-01T00:00:00+00:00
300322,2022-02-02T00:00:00+00:00
300504,2022-02-03T00:00:00+00:00
300590,2022-02-04T00:00:00+00:00
300672,2022-02-05T00:00:00+00:00
300785,2022-02-06T00:00:00+00:00
300960,2022-02-07T00:00:00+00:00
300996,2022-02-08T00:00:00+00:00
301137,2022-02-09T00:00:00+00:00
301247,2022-02-10T00:00:00+00:00
301374,2022-02-11T00:00:00+00:00
301518,2022-02-12T00:00:00+00:00
301734,2022-02-13T00:00:00+00:00
302059,2022-02-14T00:00:00+00:00
302226,2022-02-15T00:00:00+00:00
302365,2022-02-16T00:00:00+00:00
302492,2022-02-17T00:00:00+00:00
302601,2022-02-18T00:00:00+00:00
302855,2022-02-19T00:00:00+00:00
303080,2022-02-20T00:00:00+00:00
303226,2022-02-21T00:00:00+00:00
303409,2022-02-22T00:00:00+00:00
303502,2022-02-23T00:00:00+00:00
303568,2022-02-24T00:00:00+00:00
303775,2022-02-25T00:00:00+00:00
304018,2022-02-26T00:00:00+00:00
304488,2022-02-27T00:00:00+00:00
304802,2022-02-28T00:00:00+00:00
304981,2022-03-01T00:00:00+00:00
305250,2022-03-02T00:00:00+00:00
305356,2022-03-03T00:00:00+00:00
305401,2022-03-04T00:00:00+00:00
305491,2022-03-05T00:00:00+00:00
305503,2022-03-06T00:00:00+00:00
305546,2022-03-07T00:00:00+00:00
305718,2022-03-08T00:00:00+00:00
305619,2022-03-09T00:00:00+00:00
305682,2022-03-10T00:00:00+00:00
305771,2022-03-11T00:00:00+00:00
305690,2022-03-12T00:00:00+00:00
305771,2022-03-13T00:00:00+00:00
305867,2022-03-14T00:00:00+00:00
305568,2022-03-15T00:00:00+00:00
305702,2022-03-16T00:00:00+00:00
305746,2022-03-17T00:00:00+00:00
305641,2022-03-18T00:00:00+00:00
305697,2022-03-19T00:00:00+00:00
305782,2022-03-20T00:00:00+00:00
305658,2022-03-21T00:00:00+00:00
305851,2022-03-22T00:00:00+00:00
305940,2022-03-23T00:00:00+00:00
305980,2022-03-24T00:00:00+00:00
306119,2022-03-25T00:00:00+00:00
306116,2022-03-26T00:00:00+00:00
306190,2022-03-27T00:00:00+00:00
306260,2022-03-28T00:00:00+00:00
306363,2022-03-29T00:00:00+00:00
306419,2022-03-30T00:00:00+00:00
306517,2022-03-31T00:00:00+00:00
306599,2022-04-01T00:00:00+00:00
306716,2022-04-02T00:00:00+00:00
306810,2022-04-03T00:00:00+00:00
306896,2022-04-04T00:00:00+00:00
306956,2022-04-05T00:00:00+00:00
307044,2022-04-06T00:00:00+00:00
307124,2022-04-07T00:00:00+00:00
307045,2022-04-08T00:00:00+00:00
307123,2022-04-09T00:00:00+00:00
307179,2022-04-10T00:00:00+00:00
307228,2022-04-11T00:00:00+00:00
307270,2022-04-12T00:00:00+00:00
307313,2022-04-13T00:00:00+00:00
307336,2022-04-14T00:00:00+00:00
307389,2022-04-15T00:00:00+00:00
307454,2022-04-16T00:00:00+00:00
307526,2022-04-17T00:00:00+00:00
307561,2022-04-18T00:00:00+00:00
307602,2022-04-19T00:00:00+00:00
307644,2022-04-20T00:00:00+00:00
307731,2022-04-21T00:00:00+00:00
307822,2022-04-22T00:00:00+00:00
307872,2022-04-23T00:00:00+00:00
307923,2022-04-24T00:00:00+00:00
307993,2022-04-25T00:00:00+00:00
308017,2022-04-26T00:00:00+00:00
308074,2022-04-27T00:00:00+00:00
308119,2022-04-28T00:00:00+00:00
308266,2022-04-29T00:00:00+00:00
308361,2022-04-30T00:00:00+00:00
308365,2022-05-01T00:00:00+00:00
308429,2022-05-02T00:00:00+00:00
308513,2022-05-03T00:00:00+00:00
308558,2022-05-04T00:00:00+00:00
308578,2022-05-05T00:00:00+00:00
308664,2022-05-06T00:00:00+00:00
308684,2022-05-07T00:00:00+00:00
308702,2022-05-08T00:00:00+00:00
308781,2022-05-09T00:00:00+00:00
308831,2022-05-10T00:00:00+00:00
309008,2022-05-11T00:00:00+00:00
309279,2022-05-12T00:00:00+00:00
309467,2022-05-13T00:00:00+00:00
309656,2022-05-14T00:00:00+00:00
309847,2022-05-15T00:00:00+00:00
309981,2022-05-16T00:00:00+00:00
310008,2022-05-17T00:00:00+00:00
310143,2022-05-18T00:00:00+00:00
309329,2022-05-19T00:00:00+00:00
309411,2022-05-20T00:00:00+00:00
309436,2022-05-21T00:00:00+00:00
309569,2022-05-22T00:00:00+00:00
309692,2022-05-23T00:00:00+00:00
309779,2022-05-24T00:00:00+00:00
309886,2022-05-25T00:00:00+00:00
310008,2022-05-26T00:00:00+00:00
310057,2022-05-27T00:00:00+00:00
