contract_address,evt_block_number,evt_block_time,evt_index,evt_tx_hash,proposalId,support,voter,votes
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11050398,2020-10-13T23:47:57+00:00,131,\x5b0bc59ca0e6cf51983554d24e77e7d395ce9df4f711b87e9d3eb439b2d7c6eb,1,TRUE,\xfb702e95fa231c5509487a9e99156003985fdb9e,4E+20
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11050530,2020-10-14T00:19:47+00:00,245,\x8e945eed82e9c80cddc47b027494ab05b77513d215060fab54d7622595cf60c6,1,FALSE,\xb40ff1ca580090b386048228ae7140b0dde7f1c5,2E+18
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11050553,2020-10-14T00:25:43+00:00,69,\x462ddff0ad8a7c6909404b848176e032d09157eaef16d5fdfac344aa08eb39d4,1,TRUE,\x85fed89a09dda82e18566480fd4bb03e69a1f076,5.00355E+18
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11050625,2020-10-14T00:41:04+00:00,295,\xfeb2cf02e14be4bee3000d39014536a566b440fe99056e5e59d6b3ba2ae46f69,1,TRUE,\xbb5dc18d406a888228730d74aec610d93f9473bf,4.00848E+20
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11050717,2020-10-14T01:05:07+00:00,211,\x1348ac7c9786df6e43afb12b56909705f3a79129a27ce93105b78533a615b272,1,TRUE,\xb954eba728c4050eddfd04159d540f5479b701c4,2.13984E+20
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11050772,2020-10-14T01:18:30+00:00,152,\xb86c0e21326edb78bfa9b82b77ceb81f663144eab44278aa36585ab3bbfc2929,1,TRUE,\x6ec8966acdd4f248005de3925560633c37cec998,3.06458E+18
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11050799,2020-10-14T01:23:11+00:00,41,\xa82bc984ad37548ac266b5b2150d80ca662103e9ad5d62b6d179dab77d209ddd,1,TRUE,\xd2af803ad747ea12acf5ae468056703ae48785b5,1.25E+23
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11050892,2020-10-14T01:42:25+00:00,311,\xe3dea6797b132cf5d762306af941dd2c0bccae29167359f1d29c4774204eae47,1,TRUE,\x35a94822f1e9d5009fb1917de7d58d2403e20d9c,2.97457E+20
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11050922,2020-10-14T01:50:44+00:00,10,\xc9724f25be1887dc9f83ad81073ddd2c913d31e2d9b954e02484d8e2e7f2f75d,1,TRUE,\x3d2f64925d5f50bcbdb52e6b94840f650f52d1ef,1.7066E+20
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11051003,2020-10-14T02:09:50+00:00,203,\x4fb9d61d8a3309db866cf3dbc2ebf27fffc55de7a07b9ded57676cbbdd81f65c,1,TRUE,\xcff22e710159a38c006a20c7067553fcffaa2589,5.0011E+18
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11051073,2020-10-14T02:23:49+00:00,123,\xbe6d3fa864939b86f0c6afee1f75bc92c3dd4bb0bbcb7948886c1741ca4d9fb2,1,TRUE,\xf007286b42edd56d367a2575fe7cc62011adc51e,7.63695E+15
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11051352,2020-10-14T03:23:36+00:00,255,\x6317a5ce970243f5465fb53ce8e969557661cd3aa22980e21249652538051d51,1,TRUE,\x8ebebc9855ef3c14edb02d52ad8439a5c0c5be65,4.02361E+20
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11051410,2020-10-14T03:37:31+00:00,304,\xbaafa85c4559a887deb1227ef722e670dddb638b8a562972b0b3a21a3693ecd6,1,TRUE,\xf4d4c2525f9fd9a4c3e26df7bc1313d1c54cc49e,3.15795E+20
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11051425,2020-10-14T03:41:28+00:00,164,\xed133f47d652400fb4cc76d252e3455542f9601fbb35af6b8f73146ba375e7f6,1,TRUE,\x5b01f060f7ed6e4d55662550b1ae82da50721b36,1E+18
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11051452,2020-10-14T03:49:59+00:00,197,\xfeea7541ba3084e2f0dd47de8e7c4b5ee3ad01482c6281f3fc9fe2aa278a8737,1,TRUE,\x35bf49f6f128060ba6ac0d82bae19e9893fb94e7,1E+18
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11051487,2020-10-14T03:59:57+00:00,347,\x989a1afb2dd05df6d4e6f442ed67056e3a57ed175b44ad5a9f92273bacc7b0f1,1,TRUE,\x1ca8beb62164721878008a37e5fbc632615e6f7e,2E+20
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11051548,2020-10-14T04:13:15+00:00,226,\x7e712f5990575eec013e13ed1cfdd551bdec3d191a8141f383f8ae5f7ab6d491,1,TRUE,\xa6c4174d0b65d9fb0a1d378fa1db328b441e16bb,1E+18
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11051548,2020-10-14T04:13:15+00:00,236,\x81654c931f280a4589feb40e9ba6a4e4e6ec68f5a2ffdd7564f8950ed39ee3cc,1,TRUE,\xce1c4254e90b95bdb46a601a5e4dfca39ab5ce62,1E+18
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11051551,2020-10-14T04:13:41+00:00,322,\xc39916d9ad52bb2a9349201a3a354c5cd989cdcc8ab74c60726372310183468d,1,TRUE,\xc86e58fcf37e97d7802cb5c0141b47d67ba47e32,1E+18
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11051560,2020-10-14T04:15:46+00:00,151,\x242e7e7164ae529c18f1931644fcc7e165da1e6e5689ae4e0eb7015843582278,1,TRUE,\xce735ca240add00e91eec756569cb1cfc4d495e0,1E+18
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11051560,2020-10-14T04:15:46+00:00,194,\x280d73080beb373fe55ba785a8f36acb2d5112cf703bc28afc0c6663bb7ae263,1,TRUE,\x8169253cfb9db8729fcdeef2b646e0ae32ae24b0,1E+18
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11051577,2020-10-14T04:20:47+00:00,12,\x80df46e208c90e55f4341f3bdfb73c417525578c60296ab58fc5fc51b876c7f6,1,TRUE,\x770170cc339d0a81a345dc59016c8ac6d3438e25,4.21452E+20
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11051790,2020-10-14T05:04:33+00:00,217,\xffd4f2da086bb1b2352d5eff64c6026edd97fb62796d388e600eda38110e9ff1,1,TRUE,\x1929a0454cdd4d925e8fc9b6c366ecd7844866f2,4E+20
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11051928,2020-10-14T05:34:22+00:00,226,\x02e941fcb7fccf4db92860192659bae4ec6a71cfc1f90340ce982d35c0c08c4c,1,TRUE,\x84861b33ba6c7ae0dc01e0e3192e74d133d9a13a,5E+18
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11042297,2020-10-12T18:11:22+00:00,164,\xc6f4843eb7c3da3a8d1dc07ef230119e73b6fe141684584c85158a4fe9b36e6a,1,TRUE,\x7e4a8391c728fed9069b2962699ab416628b19fa,1.55E+25
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11042394,2020-10-12T18:29:06+00:00,101,\x8e2d7b1b509f16313bf9f73e5ac32c043352a650584e8d8c81ffa91c20b0055f,1,TRUE,\xe66f86c7d3dc600c90e7a688dc79ce6f2b7a0e84,5.22839E+20
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11042438,2020-10-12T18:36:43+00:00,334,\x5f5e00d9586a87d4785bb337c1195664ae8b6933f0c67b47f1ea2247b485d8a9,1,TRUE,\x870485c276157aee5660fcb67585c34d2ed3b506,1.19185E+20
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11042451,2020-10-12T18:38:36+00:00,238,\xc1d7680b41f6776f806a8b15d3930a83068b1877b130d76934e6619b9cc16cec,1,TRUE,\xb83c28f8ecdec14457b4e53d051635546fd2a20a,5.76946E+18
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11042462,2020-10-12T18:42:17+00:00,145,\x9e88e115b48032c9df46c9e79e005023023fcb3dad6ce928758e96df75f08f22,1,TRUE,\x557847aa724ea004041522ee550e1ae14ced6d7e,1E+17
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11042506,2020-10-12T18:52:38+00:00,349,\x21a90e30371174d8b3543e5ae8dd64a57c653d6db022b6444bd190fda796b13a,1,TRUE,\xace95175b107f0d6a7a2949f7af83d7a3528fb4e,1.00E+21
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11042507,2020-10-12T18:52:42+00:00,187,\x0e3e98c115b830fffba09fc7c46d8b8fec1fc5a9e0761508a7ca94f22b8e8860,1,TRUE,\x7ed52863829ab99354f3a0503a622e82acd5f7d3,8E+20
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11042529,2020-10-12T18:57:55+00:00,119,\x08dcc835d6d1ae7cfbf82a81e8ea4bd9eef63c9184d1612047a0db05b5ed3cbc,1,TRUE,\x92e5a4b202f57b3634d6352fbabba9cf2908a14a,4.00001E+20
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11042553,2020-10-12T19:04:37+00:00,21,\x329eec7aae8812cc92b8fec25202ea442b752ecb5bcf44120e97f818d9bbf507,1,FALSE,\xd3c6ad9edddd84728032e6d63155d62b427bdcda,7.80E+21
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11042620,2020-10-12T19:19:25+00:00,213,\x2809681975aeb7b795e54bedf2948c0ddcb672a95e0247007ee0653497600a63,1,TRUE,\x23614f922700c4fd49a5586d8fd1d433fedb8920,7.00E+21
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11042706,2020-10-12T19:40:19+00:00,165,\x813458b5a2c6d18805946e1e8fe6e46ec4d9813f463c0bf427a91ae15cd59466,1,TRUE,\x1835f021bb2c206a860b5a40efb0b91542edd9f4,6.66765E+18
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11042706,2020-10-12T19:40:19+00:00,220,\xaebad8b4e6c2d9f58f2d95a9a56194c64f2a31b68197a2bdc51a014b352f0ecd,1,TRUE,\x31e00656ea570a88ad311e67e2d3c6577f5f10bf,1.22902E+19
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11042864,2020-10-12T20:18:13+00:00,166,\xfcf1ce3118717705fb936185cadfde2942cca87e11aa0ac0b64d19d9dd17e118,1,TRUE,\x5437c60b500476a9e3cfa8175f4f656140875413,2.0095E+20
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11044186,2020-10-13T01:02:50+00:00,159,\x06e30c0c75c070eaec479c5ad8acd78146596a4c3dc13a9a6f6c80513bce69a7,1,TRUE,\x3981d162fdf429e8c9eedc092a6559142aeb6637,2E+20
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11473817,2020-12-17T23:59:34+00:00,76,\xd189cbe70d0d0b92966b5b648bc47780af753b2253c40a5dadccbab9694e1fe1,3,TRUE,\x76f54eeb0d33a2a2c5ccb72fe12542a56f35d67c,1.00E+25
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11473852,2020-12-18T00:07:51+00:00,323,\x6ba76019881b275c7776daa59d7fa047e13247fea054dcd319f5bf47b4266804,3,TRUE,\xf3d50cf146caf54ae68f6c2fd14541782b79336f,3.85682E+20
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11473962,2020-12-18T00:36:23+00:00,292,\x3ab763f156fb1c0cb52025b5eea100d351e0b4a5b03c3ea9bc60ece3c31e68ca,3,FALSE,\xfcfa4369eaa965ac4e36f1dd9fd2852c6542b0f7,1E+20
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11474209,2020-12-18T01:35:39+00:00,199,\x953c75cff0dd9d0ab545e0f95fdb2c3c3429cb9f5a7daea84e54379ff2550188,3,TRUE,\x876717db771af232c34a82a30ffdbd4847cd8f98,1.83773E+20
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11474760,2020-12-18T03:36:01+00:00,71,\x29e6ae5819b96d89dec3e77bab3d48ff5ce8c4697140222789b7ba2a6ce1b4af,3,TRUE,\x60bb4b0bc48b54efa1a3dbad66e45888e458bfb0,7.25E+12
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11474908,2020-12-18T04:09:33+00:00,238,\xdb722c20737147fd154aeb5d2beb4102bc30cc1e3dff46f36b5093a02fe60811,3,TRUE,\x7b9c1e5fd7a21ce19222a6a770b18207c0245ab3,1.5E+19
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11475119,2020-12-18T04:58:18+00:00,171,\xf01acf2707d9ce4f9a8ecd847afd339fec7c19a040976ca73faf80b3c482eb54,3,TRUE,\xb2a679838970d6d5f8d06bbc0d2fdda60660d07c,5.54001E+16
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11475430,2020-12-18T06:06:50+00:00,198,\x74b3eecb19baba03708a1a7b8b1cd33b71d41c3d332370be1803babeb69e26ff,3,FALSE,\x7f843d2df640b5f986b9c14c405a1728f8084d0b,6.45E+21
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11475905,2020-12-18T07:44:24+00:00,315,\x67cd7c6e786e0ea2660d6db3597fc7723fcd587e215d2a8a667c5d4a873fb465,3,TRUE,\x2eafec183d06d88ddc60b35a4e0425104d11b127,2.5E+20
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11476009,2020-12-18T08:07:12+00:00,23,\xea96b35762ff9ffc732259890fa4ec025787a79b608f385aecd94c4537de1008,3,TRUE,\xc3a0b05202d729e59ad694e1c9d855f02ef8954a,1.41713E+19
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11476464,2020-12-18T09:48:14+00:00,43,\x1232f0005d2eca580d37dde07f6524b49693ccc5993e13a2ea10652986c53a0c,3,TRUE,\x06b13aa2db75f14035b47506358b45fd7ca2dd94,1.1E+19
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11476694,2020-12-18T10:38:53+00:00,310,\x28c4648ae3d60d3f7aa60b85aa17570ecdc4a5af536195cf7113767a67b692c0,3,TRUE,\x7b67fd5a559c8417cbbcbde752aa7acd1d12cf42,9.2537E+11
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11476871,2020-12-18T11:16:06+00:00,128,\xf2aca78ec326b700e3560d0d33f0ca871d321885f2c70ff06cde2f9095bbd9e4,3,TRUE,\x45506871cd93ab014cf91f0264ee9aa31cdcc362,1.3E+17
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11477136,2020-12-18T12:16:08+00:00,55,\x7b27618f8fdfd3b796264fb3a0c1584ca108ab5c218a67c6ff976e8df08bf1c2,3,TRUE,\x9c055b935f8698593533f85c9c785482d4e35f13,2E+19
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11477479,2020-12-18T13:31:03+00:00,175,\x58d2bae99b59883adcd3804c945f9b3a08ff63ecd7784b95d804b4542a3113cd,3,TRUE,\x41cb29247dd618117c239f885232dea762d6eed1,4E+20
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11477747,2020-12-18T14:35:05+00:00,34,\xae879fd76a4f9a42fdcb614edd1e6b0b1265f845ee7fb5b1e4af5a752be957d8,3,TRUE,\x1cd9d1fa091fc57ccfae4a78f0330b483994b9e1,2.76439E+20
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11478197,2020-12-18T16:15:48+00:00,103,\x280b5f48d2e1ff512013bea80394d542d804869cba36e358a07256870f4c5cf5,3,TRUE,\xd3c6ad9edddd84728032e6d63155d62b427bdcda,9.21E+21
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11478204,2020-12-18T16:17:18+00:00,333,\x3f738d2b4e96751b8740b9d1d1fc1c6ebc3c40edf6210c38104820ed7cb78ac9,3,TRUE,\x93b93ff0cc7c90b93f0c8f7a223d6e32476f4246,4E+20
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11478243,2020-12-18T16:28:46+00:00,30,\x53ab4884225ba4a6962ebda5e18939430dfdf68fa39fa0a070e37a788463df58,3,TRUE,\xef5ad662a5a42c3023e009035ee235082800b924,1.04E+21
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11478249,2020-12-18T16:29:30+00:00,270,\xdd5943b3a51448bd3157e3e981cbd937b40e7d7cf4c748bc6d15dfd5abab0106,3,TRUE,\xf6b8aafe55d7c813b211706e14ade3fe38cba2ca,1.95532E+19
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11478363,2020-12-18T16:52:35+00:00,310,\xe71d7bf88662ae99a8198e45707569aaca84bf2de44043432c906998c4231193,3,TRUE,\x6133954cfc1748a4495d203214cf7d96c6bb2c96,4.29E+21
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11478466,2020-12-18T17:17:30+00:00,300,\xe76da3d6e25f74afc18eb54f8fc4da730bb3d0f8a458cc0508fedcbe04c69539,3,TRUE,\x1b5c89ca5880cba9ba81f856d7bdb24a4fab1129,2.99708E+20
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11478563,2020-12-18T17:43:18+00:00,217,\x9f3aad975eb4bcadce8c6eacebdb9d9c27edf5c63c725f5ebe44b156445e536d,3,TRUE,\x0360c3330cc7b66013af2b202c6145c9e1966dcd,1.01E+20
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11478602,2020-12-18T17:52:26+00:00,168,\x822208894df83575a1b349dd0d46a466aeeb34b7e4a516a4bcea5c16fd6984bb,3,TRUE,\xed4a59031e82296ed0ce0e3e1bf0020a5570150d,1.29823E+20
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11478694,2020-12-18T18:12:07+00:00,141,\xad2076acdfb5933f7fcca5d15279b9523d0a364f52dc44210987845d2cb2cbf1,3,TRUE,\x23614f922700c4fd49a5586d8fd1d433fedb8920,1.50E+22
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11478707,2020-12-18T18:14:23+00:00,292,\x7283d6541310cd19fea1396efb40e25fe952cb20a3c0f9c9b1ef3dcf6c1bbcb3,3,TRUE,\xb40ff1ca580090b386048228ae7140b0dde7f1c5,2E+18
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11478713,2020-12-18T18:15:26+00:00,189,\x3608c436e7f30e329c4b88936229d03181c10566a4dd23de0ff48f463c2501e9,3,TRUE,\x23a5efe19aa966388e132077d733672cf5798c03,4.92E+23
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11478748,2020-12-18T18:22:48+00:00,199,\x8709534534cf9dab969967830511a9768ce124ef4ccef3bf34ddbf7fdfc785fc,3,FALSE,\x31307a56f4d6aa7bdf5f0a0d8c6858e0930ed44d,5.29591E+20
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11478954,2020-12-18T19:08:34+00:00,150,\x370ac3b2aa7c99ca818259290e7a63d50fc69875c28b5165013a9cc147737b9a,3,FALSE,\x4714efb0a03b5f78cc7bab887494ba1f0b89fc11,3.65E+20
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11478980,2020-12-18T19:15:14+00:00,51,\xeb0fc3692e526971821a7371034e810f04bfdc17030c32832b6c171418f5a351,3,TRUE,\x08a7ad00dac20aaaeb0612ef3b96b737fe742d4f,1.90E+21
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11478985,2020-12-18T19:16:21+00:00,108,\xac6c4b8efe8bad30f130cb07c36e5209d891cd21e7e435438bceb75fec016c10,3,TRUE,\x58fe4bc4cd4d7041635e5c17322fdb9c1755471c,1.80242E+19
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11479002,2020-12-18T19:19:40+00:00,88,\x86d89a750f8e623dac774819fc7386a9572e78930f5030f76849ed9f3ef13cf9,3,TRUE,\x5b93ff82faaf241c15997ea3975419dddd8362c5,3.00001E+20
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11479045,2020-12-18T19:29:40+00:00,177,\x199f227f1ecf2988aa2c174b85450c076b5b6414cf628596acff18a3c2f5552a,3,TRUE,\x83d20a4b84380e62956e38452533f86d298dbc24,1.01273E+20
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11479088,2020-12-18T19:37:39+00:00,148,\x6f85624f30623e74dd78ce04398f0a42501674e163aaf55b7876408b5f37c00d,3,TRUE,\xf508fea5ae6d2edc1479fc46f0eeb646e31fffa6,7.98E+20
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11479094,2020-12-18T19:38:19+00:00,234,\x8716c84aaf0800c99df6068b641c88b032d155732ed8b561cc5ade162bb60b56,3,TRUE,\xc71602ab7a7507f7cc0687ae1586f4729a1edd6f,4.81921E+20
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11479095,2020-12-18T19:38:25+00:00,226,\xcbfb0455403bd1be7e0709a8e79496a563bd354d8e0f51ffed2789b859f133a9,3,FALSE,\xeb51ed1975a2988622f56cef9747d86d1c84a12f,2.00137E+18
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11479116,2020-12-18T19:40:56+00:00,138,\x87c3971700e7aff3059865ca95a7befd67477c704ca8a2e47c32578024c7e4e8,3,TRUE,\x70a78cd1f4c010150797fe301fc02fd03269faeb,1.0979E+20
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11479147,2020-12-18T19:46:56+00:00,153,\x5236bcae2623136f3c8a56427db557de0fadd00ee452e69f18ca61c93094aa92,3,TRUE,\x9ef4acc2fd5cde01ece05bd4e44732a023ed7845,8.00002E+20
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11479213,2020-12-18T20:03:07+00:00,229,\x75aea9f2a29054177613124b789c3547b4a5d850ceae12b9bf1e1e856b3f50e7,3,TRUE,\xfcbe597e80a3959b8e6c7d595db59900dab0fb31,1.20346E+19
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11479294,2020-12-18T20:21:06+00:00,127,\xb64941aa1bcc1ce6e54112eb9c546633582225ba832746f2d8e4aee171ec1829,3,TRUE,\xa1457afa30b8e396cde5bac320ed7c8e7b521bc8,4.1208E+20
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11479356,2020-12-18T20:33:15+00:00,221,\x8cc24453d1c69fe08dbd989ac4693de7faa95c56e8e4973ef1eab7ddae10a7a8,3,TRUE,\x90cdb1533bf3382b33e17c2082334024b4b292ed,8.75986E+18
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11479364,2020-12-18T20:35:08+00:00,197,\xb537003e665db7660916cc2f41411123740f15f61d6ce80603e5ea0d5ad5319b,3,TRUE,\x7e4a8391c728fed9069b2962699ab416628b19fa,1.57E+25
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11479387,2020-12-18T20:39:48+00:00,56,\x34fef4df97cd30473ff5f029b7e370858c9e8357527f8ad91c352e0848b9776a,3,TRUE,\x45914dd3e40b4da6f512eb5d79f9c6ec709743f1,2.34777E+19
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11479489,2020-12-18T20:58:42+00:00,110,\xd5e4cd440e7a50078475e87148e156798e8885c378fa3e54225c126bcf9cb812,3,TRUE,\x4cd6d927c0a569e428278d791112b644c225f819,3.30205E+18
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11479499,2020-12-18T21:00:40+00:00,147,\xc8c8629e92a6e58b78841b8d75d58ddac95f26c09e9c7ccd44dbdf5e561ae2db,3,TRUE,\x3f5709c4f6752ca6769c53556f61818bf21bf022,3.30205E+18
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11479779,2020-12-18T22:04:47+00:00,220,\xf754db94626b7e5fee079fc295448a316d173487e1e079cd3d67670b49dc88ce,3,TRUE,\x4cb2b7c5aa7af4176cc59584dea6246abfb1733a,7.51044E+15
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11480028,2020-12-18T22:59:39+00:00,88,\xd59ab4c24fed74972fd54a8ab598a9f640b2e87c11a44ceed3331a5ebe8153d1,3,TRUE,\x045b55b4dcb121aa3e16e34cf7279ecc5477d406,4.78436E+19
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11480097,2020-12-18T23:14:17+00:00,235,\xe8b1e26675a6a0184f56905ca0677fb09c53478478fb19ed1d23c0138f9a03be,3,TRUE,\xbf978430b5ffdc8250c8b6d7695ee120901d6a86,4.00507E+20
\x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,11042729,2020-10-12T19:46:04+00:00,258,\x78210aaa57ffc8f21f37aaeeef58309d6be19585605d1e43579d00649aaf20dc,1,TRUE,\x5cd3f55a8ca2598177c79ec962914778dc2ab060,5E+19
