contract_address,evt_block_number,evt_block_time,evt_index,evt_tx_hash,proposalId,reason,support,voter,votes
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,13560859,2021-11-06T04:26:11+00:00,501,\x3ba081bf7c22b314e712d6ca8346f3dff8998df0644efb8ffa1b4711303756cf,9,,1,\x43c68a280f464383571af7adc39fb148589eae86,2.96932E+17
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,13561466,2021-11-06T06:35:33+00:00,27,\x665733f2139a2505e1faaca4dc99af5f65e6e515a9debe4fad2686c693613fb5,9,,1,\x759320ecd4146a597ab703427b9936f34f741938,2E+18
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,13561637,2021-11-06T07:16:29+00:00,101,\x1872a3f90d65ca8a9635b4e39cd67864945b50f466e7b38f349d8bd709f76bb2,9,,1,\xb10096c495d62d2b6b4ceb3e13f72389625873fc,1.32E+21
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,13562502,2021-11-06T10:40:47+00:00,363,\x9505d4400a0a054c13bc4f97fae9027736395c1c80cd911c7719fa14c80bec68,9,,1,\x4714efb0a03b5f78cc7bab887494ba1f0b89fc11,3.6E+20
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,13563804,2021-11-06T15:39:25+00:00,368,\xc959248fefaf8d21f059ae3c673c150ee18c0168db6c819cfe490378b6b93d2d,9,,1,\x067b9bbbbc42d2ab9b9ab6bb62646daf7f344a76,3.40E+24
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,13564151,2021-11-06T16:49:07+00:00,238,\x920e21f99ae4c71a1bb07c5ef31b6352ec66f7797192cee2b9df365040da8fcd,9,,1,\x159dda55ab7b74c13be4e1616c276d87b387d630,3.00E+23
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,13564622,2021-11-06T18:38:36+00:00,45,\x6707875f8371a0a29c2f3b52453965f924df778bcb9d2a7f3570165d7de15489,9,,1,\xdc1f98682f4f8a5c6d54f345f448437b83f5e432,2.50E+24
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,13566609,2021-11-07T02:01:44+00:00,102,\xb8171d20c46d49bcfd01b3af00151757fa19b98d09697ff029c8ee6d936e2901,9,,1,\xb0623c91c65621df716ab8afe5f66656b21a9108,6.77E+24
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,13567370,2021-11-07T04:46:56+00:00,95,\x91cbfbb2c14235580b3b3aa387ad19eca0d88335732d04985be25365c76a092e,9,,1,\x1a13c53d516f6e8321e9903f224861e74bbd7aa0,6.00E+23
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,13568266,2021-11-07T08:17:47+00:00,386,\xed58e4fe146af449be4ee747affaea096190120f949ade10d3bc300e720233ef,9,,1,\x84e0ad8e8ff4aa9e866ddcf1aecdf5754cb4ba97,2E+18
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,13570264,2021-11-07T15:54:55+00:00,320,\x2e14a6f8aa592acb4461a7a97df0c77dc6ba8be622929e09ecaf689c01e33d21,9,,1,\xe093f6f2fc8e9a64285f4ed795b75e6fd28649f8,5.01E+23
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,13570366,2021-11-07T16:15:03+00:00,201,\xddd78dac83406f7a7db5ad662b048b46846d467cfe7234ab1dda819e7f7557f5,9,,1,\x84e39a52d7f3f8fb63723782653d4cf71c465a95,4.0071E+20
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,13572160,2021-11-07T22:42:24+00:00,340,\x063fc9777bfc7482a129a8c32f748f278ddd3ec065d10c3e0108a8c5fb693d70,9,,1,\x13bdae8c5f0fc40231f0e6a4ad70196f59138548,2.50E+24
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,13574505,2021-11-08T07:34:37+00:00,271,\x20e6974507397b870d8beca5733e8d43e6db86d8c01a29424b43018440cdfa95,9,,1,\xa7f63376169ccc087eb1160e62ceccb146c1d555,2.09E+23
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,13576401,2021-11-08T14:51:59+00:00,277,\xa778ad995b677ca6f2adfe8a70a5f9f0588a49060927d1cadce59ca4a3206414,9,,1,\x88fb3d509fc49b515bfeb04e23f53ba339563981,5.46E+24
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,13576856,2021-11-08T16:30:58+00:00,699,\xcf2a58f4e81db50da7cf29eab09ba2745867fb9a27a3f00203ea7bbe60f8848d,9,,1,\x070341aa5ed571f0fb2c4a5641409b1a46b4961b,3.00E+24
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,13576959,2021-11-08T16:56:07+00:00,327,\x4ff14ccb6ac79a1311e59b9aa2ed230cc44fd8c60f5b7cb7ad135246c2180b18,9,,1,\x5b3bffc0bcf8d4caec873fdcf719f60725767c98,5.01E+23
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,13577681,2021-11-08T19:45:45+00:00,161,\xcc86d332523205e2c2f2d3189cb14d07d07012f2a24fef40df8f92728b511dca,9,,1,\xb5dc868e4a4d247e9ff9889504cf90072bcd4874,1.1E+18
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,13578213,2021-11-08T21:45:53+00:00,314,\x4ca72d3ddc873e4edda2543a35119305c04ea44f442ce4e6fc70face0b8063f4,9,,1,\xab339ae6eab3c3cf4f5885e56f7b49391a01dda6,2.50E+23
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,13578590,2021-11-08T23:05:46+00:00,161,\x95a2607ed97c9fdba87d63004e56b2d8aacb818cfa9e8c231df805c7b4df537c,9,,1,\x247909fbb47082d319a4d93562aeedc261e08783,1.37E+22
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,13578932,2021-11-09T00:22:57+00:00,423,\x9668a6b06b91ee221958a09b6aad2f3df1014dde91549bd7ba1898d85c942893,9,,1,\x683a4f9915d6216f73d6df50151725036bd26c02,5.00E+24
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,13579311,2021-11-09T01:35:23+00:00,10,\x113b7652928071f6831ea4be12e6903dfbb028eff7957d1e58320718c0cc29a9,9,,1,\x2b1ad6184a6b0fac06bd225ed37c2abc04415ff4,1.50E+25
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,13584545,2021-11-09T21:25:47+00:00,296,\xad3f92388383f068f3bf843d98876a539ab425de6884ceec2b916b7065cad0d1,9,,1,\xa9d89a5caf6480496acc8f4096fe254f24329ef0,1E+18
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,13585067,2021-11-09T23:31:49+00:00,131,\x41b7c898bb9a982935eec1e3f5fd366270024b3b599f2a8ccb340d7dad00e4a3,9,,1,\xb676d03c31653d86fd463059783e119df88e69de,2E+18
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,13585620,2021-11-10T01:36:01+00:00,64,\x3d559c74c8c054236f833339e5f173558a58fdff0fa9fc6ffd950462e88c9076,9,,1,\xe5bec8fc570d864a928c7aa2552c28403053953d,1.34184E+18
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,13586881,2021-11-10T06:27:37+00:00,246,\x6af31193cef969faf6040adc3f045d6a2dbf1df13e03b5046e51c568fbbdee8e,9,,1,\xecf3abd1a9bd55d06768dde7deef3fd2a48c8e13,5.09983E+20
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,13587221,2021-11-10T07:46:02+00:00,101,\x8aba1049e0c2645aa0b2cc2748be7bb1232ed29e09b5ae30559db7833fe87e44,9,,1,\xf63ec662753b88c3634ae276ba4ea28d681478c8,1.85E+24
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,13588555,2021-11-10T12:47:40+00:00,282,\x61fab931f5bee6727775d9c74c5edfe98d1f9d0991b788cfaf2efd4345704be4,9,,1,\xa2bf1b0a7e079767b4701b5a1d9d5700eb42d1d1,8.15E+24
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,13589050,2021-11-10T14:34:12+00:00,193,\x5b12ba7787a6b375642a87a7e927ae08cd71e6c852247e4e50ede6a9b0b7865e,9,,1,\x49e2a5af17fb2b37a0ff460217dc7a9ff4f34f90,4.80635E+18
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,13589873,2021-11-10T17:41:01+00:00,444,\x216e07016e7f951b8cc3656faab4278df5d7ceec4c0675b5916970b58fc7f042,9,,1,\xcd64f5a80caf498f25c253019267d83abfc78a9e,1.00864E+19
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,13590132,2021-11-10T18:38:35+00:00,61,\xfc1f4fe96e9136ba14eaf4b81632240c9e2cb82622fb1d1fbbf6ebc1c533ca59,9,,1,\x6439543a2ff1d78d25abdc8daa75bb004e210183,1.01868E+20
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,13787437,2021-12-12T01:39:36+00:00,206,\xfaefd2ab44b0d49277989d532c963094b57bfe271c8cbdd8f89ec192788c6d37,10,,0,\x7ed52863829ab99354f3a0503a622e82acd5f7d3,5.00E+23
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,13787499,2021-12-12T01:53:47+00:00,158,\x418b674220022c04aa008bff027b41899280b9c0e4ce3d801ee48c0979467488,10,,1,\x067b9bbbbc42d2ab9b9ab6bb62646daf7f344a76,3.40E+24
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,13787503,2021-12-12T01:54:42+00:00,269,\x45975714caec9708af226c08fdc3dd0864231548d8e7e2a1e082350823f15017,10,,0,\xfd8292f29c1406ecf70df3152a1cae4755068ee1,3.0363E+19
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,13787509,2021-12-12T01:56:51+00:00,505,\x5c8e8e5c2e0500513a2f00c4d880d62f0e49317b4b70133ea7d56183a36632e3,10,,1,\xe7925d190aea9279400cd9a005e33ceb9389cc2b,8.00E+24
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,13787513,2021-12-12T01:57:27+00:00,328,\x5030f7fc1542c2a10c4a9847275cefebaea8ccc99c66b8870fdbf8fb9de4f0d3,10,,1,\xb2993f007d2abaecbb7c3529d78c5de0f1214888,1.25888E+19
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,13787518,2021-12-12T01:58:35+00:00,372,\x385dd2f3e0963e8dfa3d39b96e6d0bddeb6399d6289256b9adbe82570cc376d3,10,,1,\x7e1feb23c08bfe287f6d3350281029af0889502a,4.10675E+20
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,13787627,2021-12-12T02:22:31+00:00,335,\x0f4f110324b3dc1752bba527d1422af06b28b0e3ce30b6d8880f9f8c780d51ba,10,,1,\x128e5625e15fdba91d6ccb1abdfdc62b5d152b4f,3E+20
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,13787722,2021-12-12T02:45:23+00:00,573,\x2bb6f739f43a1490536260b5548838a0d1f1088a6e96da89bec5421b632cf073,10,,1,\xa789a6ba68f781cdc76cd14e38313fb25e76869e,8.37904E+18
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,13787791,2021-12-12T03:01:52+00:00,365,\xe8b434f7989429915a7c6c16c38eee3a2aefa35c5c1eee3d8b6d498c55ea68a5,10,,1,\x1a13c53d516f6e8321e9903f224861e74bbd7aa0,6.00E+23
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,13787803,2021-12-12T03:04:37+00:00,103,\x4050fc0fa1585495ccd32386e12cf968ef7df08e6d6d5056c30a5835f16bcfc8,10,,1,\x918558df5a12ba43657222bbcf1a735494a5024f,1.00E+21
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,13787868,2021-12-12T03:17:42+00:00,106,\x34afa3507d5aed5ffd85fe948386dc37001d8a7bcbdc374a7e98bba19fe4010f,10,,1,\x458ceec48586a85fcfeb4a179706656ee321730e,4.36E+24
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,13788012,2021-12-12T03:50:27+00:00,391,\x83ff8342383a9a80502a73646097449f8f932fa33ad95689d51066f0bd277671,10,,1,\xecd02810db92ff027ea1b0850d46bda963676d74,1.00004E+19
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,13788168,2021-12-12T04:29:25+00:00,208,\xb4ea67a37ff93db0b9c0f97d352c4f14c9969992f18b7e824e0b521c6bc75e07,10,,1,\x9b68c14e936104e9a7a24c712beecdc220002984,2.50E+24
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,14310704,2022-03-03T00:09:26+00:00,272,\x1d6917d6bf64b9fe9db05a7799ab091e08723e73513389366128111fd835fe34,11,,1,\x32b8b761c038b030a402ab7d5536b4cdda6dba9f,3.50E+24
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,14310769,2022-03-03T00:24:13+00:00,89,\xaee70d97d3a881baa0d1a843314accfe877e3f975ccec6b7a2d60681e97d39d8,11,,1,\xc4fb550fa8f2a6e5178711e56d5b48dedf897e5e,1E+19
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,14310786,2022-03-03T00:27:36+00:00,189,\xe4780bcf7a4bc8d3eaeb63049806f119af193c6f6659c64de1d75dd7450a411d,11,,1,\x0e33c24c3b211754ddde04df270ac12c2e984e6d,1.00868E+20
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,14310794,2022-03-03T00:28:56+00:00,412,\x267a8882d9ad61209609b3c3de1d114f8404dcd468e0f7125b80e34b99742dc5,11,,1,\x64b5f9dd6f23269b966a4c3717e150a6dd264851,2E+18
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,14310795,2022-03-03T00:29:25+00:00,921,\x6e6f3d5ca2e66bac0fe262072f0abaad5d6120bbcc97bc6fc67d1c25b6203140,11,,1,\x1ccb144b700ec726d37db38c617e154de6d9c0d0,1.00455E+19
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,14310823,2022-03-03T00:34:19+00:00,207,\x9f99216e1fccda885ec2fd4211077ddeda3d35ad480d91cc53f9b6f25b045b0f,11,,1,\xcd75942b66c1a82d7e04f65a34ce7f93791fa8a8,1E+18
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,14310829,2022-03-03T00:35:48+00:00,180,\xb126df103d56750bb452ada55e18f8f0683c3d011bd2a7d155b698682f3ddd55,11,,1,\x05732e61b6988bc63bb7689ff8a91bb7c5d2fd5c,1E+18
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,14310831,2022-03-03T00:36:11+00:00,324,\xe7ade3984e2b95f254c59739b08f4d565d7b8c640f0739abe5e409f655784ef6,11,,1,\x94f19afac68d89eb7577087e6cf5819ab18ffd45,1.624E+19
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,14310842,2022-03-03T00:38:22+00:00,214,\x49c5ce8827e28c7c1657e89a3439d3a227ebe1f6fd6509f9597025137505ad49,11,,1,\x760101382e09c357794d90482ee5c4429fc54641,1.1E+18
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,14310849,2022-03-03T00:39:41+00:00,100,\xc98a2d357778b21f4e2eaf59a0203cab4fa79f1ed00be953f55561dee2d178c2,11,,1,\x5e1610784f0b8c1cd1df8170ec28a59e94cb5c0d,1.0943E+18
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,14310858,2022-03-03T00:41:31+00:00,551,\x12801ea46fedc346c6d8ea9cd59c8adb1f1e915ac21ce59f0aa69034efc9ebd3,11,,1,\x335d2d954cec61cb4673780300d890340a29dd99,1E+18
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,14310859,2022-03-03T00:42:06+00:00,74,\x04b4c4837e347e2827c92360677ccdc6ba70fd51a252c94b51e63983fa8f067a,11,,1,\x4c078cb14b2d321231a90089195317968957896d,1.99549E+19
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,14310861,2022-03-03T00:42:18+00:00,158,\xb81ab39e87dd9b455247ef67d79cdb4dcb32b51873513bd23835ddc0320e0f25,11,,1,\x506ac1d1bd4e32f4ed85d1df33d267e06533dc67,2.78683E+19
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,14310871,2022-03-03T00:44:25+00:00,16,\x793b2176757050f98d1638e6c74b1a5318b9e136a337afaf031a13fe270f12c6,11,,1,\x7ff4f8fe1dbbba8dc27103359bf96e97a4d44114,1.24E+18
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,14310873,2022-03-03T00:45:51+00:00,486,\xaf5344e2141c1d062bc2a1de75cd741da08a55439f3b0abe6a5c37624c4d1b0e,11,,1,\x8ebc08c08b79c7ee7de645fde878d0dbcdbf93ae,1.1E+18
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,14310877,2022-03-03T00:47:10+00:00,434,\xc1650b869fa57dbb784b87240239657daab8969eafe7c84353df470098332b97,11,,1,\xcbb82d22b1624761b62bd807b01b7d491da8b4f5,3E+18
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,14310885,2022-03-03T00:47:47+00:00,273,\xfb0c8b09bb0b8ead795ddd8400c376c95b48be76e96194b3d3892f4921196df7,11,,1,\x1a5da809b313ee593b3bba6b063f747e2288acb6,1.1E+18
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,14310888,2022-03-03T00:49:05+00:00,112,\x8a7d0a24f0621e6769468e5aa98470a2400c8c631b72c350f06057d1662b3d09,11,,1,\xe1c911c8df63db14b40ebbd9ed7fb4a9c8251b7e,1E+18
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,14310900,2022-03-03T00:51:14+00:00,135,\xe20dca31ab1ecbcfd8f65b3d607a9f347f2de7d5e0c4ac8685fd0e1f5e8e13b9,11,,1,\x0dbb0cff7c9515fc56d352ee37aeeefdf43b25fe,1.1E+18
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,14310902,2022-03-03T00:51:20+00:00,435,\x3b51f70413d6735ceb77beedfca859ea20668149844d1b09ad803ceaf1f2c802,11,,1,\x3a409eff50a47aeef294e3f0bb3874490dd99abc,2E+18
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,14310905,2022-03-03T00:51:59+00:00,381,\xe367c6a383067ff466a9bf9ea2d8d67c4f6c2c58dacffc53637da17240ea282b,11,,1,\x64ebde2e66d3101e12973f407d97fdacbdb5c313,9.79594E+18
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,14310907,2022-03-03T00:52:27+00:00,421,\x249a58244adbf2e791cb32cb83c7eb88b39d621315d78ca733a27117186217bd,11,,1,\xcb217d8f5e9907ccd5245a39d84a29477c5051a7,4E+18
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,14310914,2022-03-03T00:55:19+00:00,105,\xcdf9949438a77e45ca437ff4bfc7eaff7e1930b56b653f5bd983ee1d2f85ec6a,11,,1,\xd125f84fa2d2536547313be7a28f0d61d6919030,5E+18
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,14310920,2022-03-03T00:56:04+00:00,269,\x6dacb7855cae9d9b854570123d2e77ee98011ac1853f3af966d59382b874e59c,11,,1,\x24b3e9984eb93c207be67be0b632a24f07a0703f,1.02E+19
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,14310922,2022-03-03T00:57:00+00:00,431,\x6b001ac0be79e024478c5a7f7d415fe78feb17d7a503833520d80dda498d00a0,11,,1,\xc2cd03255ac5fd66726b05ac826e799cd043fc64,1.1E+18
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,14310925,2022-03-03T00:58:32+00:00,647,\x406fb260f3b422b269d2c798bbe5fddfa61a404bac47241a6aea8fb95edb606f,11,,1,\x99ee69c12b86e71b8a3cda9f45da174bf9ef6b4c,1.1E+18
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,14310939,2022-03-03T01:00:24+00:00,169,\x9dddc16a84b5fc2225a824bc34db57c023e13f8ab03de42d1ef41641f0a31352,11,,1,\xe92d559f99857114c610abef473c31be38e4a08b,1.1E+18
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,14310946,2022-03-03T01:02:34+00:00,56,\xa0d02680a024c875c5f8d02cc13c157592f7c70187776c2d4aaec7a1c3cf11a2,11,,1,\x4fa4167b3c94a80416bbc768fb919bf3ace9f8c2,1.99998E+18
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,14310965,2022-03-03T01:06:03+00:00,443,\x0d8538628c0942e15b92174cc8e81bf8b557abb7f27091702b62ed631e95ac80,11,,1,\xe224ba16f0599b7b93415e985cdfca3aecb63773,1.1E+18
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,14310966,2022-03-03T01:06:09+00:00,227,\xd06450a8b53b70262b826a4c6b750f203ea9efdeb80aa8fa453075e94199918c,11,,1,\xcd5c1bb777c937d993bc5e16e48b1669becc77aa,1.00001E+18
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,14310980,2022-03-03T01:08:01+00:00,350,\x862e46a641735151733e3fb99aba77734d3ee239fea0441ea522e4520dfa4b31,11,,1,\x5b74f72c10863f4104a1d2970894878420fad585,1E+18
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,14310999,2022-03-03T01:12:44+00:00,149,\xf46ece382d02886a53abb9ac6605243f5bfa6d277aac7d2a394e69e3107beb6a,11,,1,\xc8537d420a23ce18356112fc08690097911013e2,1.1E+18
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,14310999,2022-03-03T01:12:44+00:00,130,\x05c81d8b0ae296c52fc667049f34a379b7312ded0a9fdd29fda4a0f456a4ede9,11,,1,\xd2e1b76f81b71304daceec93f7d55d0a2abe2307,1E+18
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,14311012,2022-03-03T01:16:07+00:00,277,\xa1106019fb868ad3a53d1a6d78a22a35ca8290ab45331a65a46c03e6248f95c9,11,,1,\xbdbbb965ffc551059891c3cfbdef870684b4c939,1.1E+18
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,14311025,2022-03-03T01:19:31+00:00,230,\x889ef03330a13912e9344701dbde39c12833bcddb6cdd5d9c33130f014439201,11,,1,\x48f88a8d8e4a9dff33c0a4d857a81a189c2d6e07,5E+18
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,14311040,2022-03-03T01:24:06+00:00,103,\x2129dd62c6b0ceab08ad4aa30d5624b860c60e23ae43ba9a202d6d67738fc9dc,11,,1,\xcf2f3ef3e70a40812a3cda69a553e465d6126247,1E+18
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,14311047,2022-03-03T01:25:00+00:00,156,\xff8880d31f20137563f5c96fa558af1b6585a691561132be3e7a93c4ea8e6392,11,,1,\x924f17026ab7e01147f892c3684c85f758775701,1.1E+17
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,14311055,2022-03-03T01:26:47+00:00,333,\xfda37152171f0bb6c6f6b70052622e0fb68e772176e446a025194dfa925c3b3d,11,,1,\x9796b9443a3ffbc60eab64f33e368cc19eba4f33,2.2E+18
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,14311139,2022-03-03T01:48:38+00:00,147,\x90f778600bea7437f9bb1e17e388b38940ccbdd22a7b5da185521a80a4c31601,11,,1,\xc4f0377225b61166c7d6e41bac9589023d97d187,2E+18
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,14311211,2022-03-03T02:04:50+00:00,22,\x489105abc6cb6758742a9a0752c14fba53e53a6914195083589835a09426cc56,11,,1,\xcd5561b1be55c1fa4bba4749919a03219497b6ef,1.2E+19
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,14311314,2022-03-03T02:27:38+00:00,72,\x5711ac20cb21bbb76cfaa94cd09877d83bf7243dc063aed14692267598fdfd62,11,,1,\xd976d3cc17d109889037175b2472af6ca970302d,4.02056E+18
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,14311363,2022-03-03T02:39:00+00:00,70,\xa4687771bc59e9e0674d10006fdfb78e006dfbf027815c951316a3a251573773,11,,1,\xe0d97eee38a7820eaeb049771d7a33f99aef1c67,1E+18
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,14311381,2022-03-03T02:43:06+00:00,140,\xaa3ca22a64027f3d80274bd37e6fae8b5c93e0d4a25f71949bb220edc8a6451c,11,,1,\x6831d18e030e17bff020953df15376578e79dd5b,1E+18
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,14311384,2022-03-03T02:43:42+00:00,183,\xd6e696de864ba77808430a4e3de9e14cf24fc765adefc731d696f67e7c87dd9d,11,,1,\xb131847abaa935c306d54c8abc90441073ed583b,1E+18
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,14311387,2022-03-03T02:44:13+00:00,226,\x0e34791399a402172c6fe1a992221653b858b988f0ad93be5f061115b2163995,11,,1,\x619a2a8157c979bfafabd907746aed9fb98ab4f2,1E+18
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,14311389,2022-03-03T02:44:43+00:00,362,\xbc43e48e70b8819dfca067060b41c81de7c694a045cd90f110143ad7012d6b07,11,,1,\x239d3d93def60109d30f2d429fd22ee6a8b1e58d,1E+18
\x408ed6354d4973f66138c91495f2f2fcbd8724c3,14311391,2022-03-03T02:45:18+00:00,246,\xb1fa91a0ce5f9feff3756c114bc082c35a899f304779434898a3a6c0e435ab5c,11,,1,\xd03ad690ed8065edfdc1e08197a3ebc71535a7ff,3E+18
