sender,receiver,amount,amount_usd,currency,date
0x64b6db7f857d560a3e2377a2d4f4acec4f9239cf,0x0738328101e94e7d150ce411f1e91ba3f3cf302d,357.6152192,618.95698,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-18
0x64b6db7f857d560a3e2377a2d4f4acec4f9239cf,0x8798249c2e607446efb7ad49ec89dd1865ff4272,278.4455144,398.3558833,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-27
0x64b6db7f857d560a3e2377a2d4f4acec4f9239cf,0x795065dcc9f64b5614c407a6efdc400da6221fb0,350.7905917,447.5943341,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-29
0x64b6db7f857d560a3e2377a2d4f4acec4f9239cf,0x0738328101e94e7d150ce411f1e91ba3f3cf302d,789.818157,928.9656876,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-11-15
0x17bd33b1b5d12e0a6b1e26e916e5684a964f6829,0xce84867c3c02b05dc570d0135103d3fb9cc19433,1001.784524,3149.263318,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-06
0xf462a21ae1aafa6e383953aa5d28803131298818,0xce84867c3c02b05dc570d0135103d3fb9cc19433,14.29901541,104.4938717,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-02
0xf462a21ae1aafa6e383953aa5d28803131298818,0xce84867c3c02b05dc570d0135103d3fb9cc19433,48.21707087,343.3419579,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-03
0xf462a21ae1aafa6e383953aa5d28803131298818,0xce84867c3c02b05dc570d0135103d3fb9cc19433,98.66961539,293.7844475,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-05
0xc88d64f1fcfc99740567810b0b16d68e9deb3af4,0xce84867c3c02b05dc570d0135103d3fb9cc19433,572.7256101,819.3653855,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-27
0x98fc0f7a2483072b2a33f373126cbd0740cc4338,0xce84867c3c02b05dc570d0135103d3fb9cc19433,1300.327028,7070.204552,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-04
0x98fc0f7a2483072b2a33f373126cbd0740cc4338,0x67b07cf5eab710480a66b321da06158d336967a0,2102,5712.582356,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-07
0xd8e5f116bef7ea8dcf83cad688f8601393b7491a,0xce84867c3c02b05dc570d0135103d3fb9cc19433,1446.14883,10985.14815,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-03
0xd8e5f116bef7ea8dcf83cad688f8601393b7491a,0xce84867c3c02b05dc570d0135103d3fb9cc19433,2600.277542,12511.07191,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-04
0xd8e5f116bef7ea8dcf83cad688f8601393b7491a,0xce84867c3c02b05dc570d0135103d3fb9cc19433,3712.27427,11053.13364,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-05
0x1729f93e3c3c74b503b8130516984ced70bf47d9,0x64bf3d9f227c0f37346b9a2466529b32778fd6c7,179.1399886,1927.734073,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-01
0x1729f93e3c3c74b503b8130516984ced70bf47d9,0xce84867c3c02b05dc570d0135103d3fb9cc19433,539.4654215,4801.804881,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-02
0x1729f93e3c3c74b503b8130516984ced70bf47d9,0x8798249c2e607446efb7ad49ec89dd1865ff4272,1,2.516500711,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-13
0x1729f93e3c3c74b503b8130516984ced70bf47d9,0x795065dcc9f64b5614c407a6efdc400da6221fb0,103101.7295,261394.1607,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-15
0x37f2cd12632b0063b15695ad082ee2dd41b6cc78,0xfecd33e44fe0df1c388ec70a5f79c726736543bb,10,13.48757982,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-28
0x940118850597341ece7a47629b683abc96d724b9,0x0062bfec7c456c1d8cf41b42c82925602410aa0f,177.47,1370.994745,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-02
0x940118850597341ece7a47629b683abc96d724b9,0xce84867c3c02b05dc570d0135103d3fb9cc19433,156.5183825,1155.648119,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-03
0x940118850597341ece7a47629b683abc96d724b9,0xce84867c3c02b05dc570d0135103d3fb9cc19433,1867.366422,9395.902328,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-04
0x940118850597341ece7a47629b683abc96d724b9,0xce84867c3c02b05dc570d0135103d3fb9cc19433,3385.411505,5501.123792,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-05
0xef89060245fa4b73500891a6fbb33fac60d0458a,0xce84867c3c02b05dc570d0135103d3fb9cc19433,14.61474624,42.90078481,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-05
0xef89060245fa4b73500891a6fbb33fac60d0458a,0x80c5e6908368cb9db503ba968d7ec5a565bfb389,6.4838,18.70708001,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-08
0xef89060245fa4b73500891a6fbb33fac60d0458a,0x8798249c2e607446efb7ad49ec89dd1865ff4272,224.817937,149.5012127,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-10-21
0xef89060245fa4b73500891a6fbb33fac60d0458a,0x8798249c2e607446efb7ad49ec89dd1865ff4272,19.96683399,28.33484221,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-11-27
0xef89060245fa4b73500891a6fbb33fac60d0458a,0x795065dcc9f64b5614c407a6efdc400da6221fb0,18.62339761,26.61826144,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-11-28
0x357ad9662364aed7316acbdbc76a193983e7c731,0x4938960c507a4d7094c53a8cddcf925835393b8f,2000.922596,16000.92427,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-02
0x357ad9662364aed7316acbdbc76a193983e7c731,0x9428e55418755b2f902d3b1f898a871ab5634182,2000.922596,12668.2223,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-02
0x91b1a6df84f1560cdba8a92f9a4e733fe49e66d0,0xce84867c3c02b05dc570d0135103d3fb9cc19433,314.9254807,749.7031072,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-05
0x7c37c1a76e20cb34343aaacec6be7b67d37c367e,0x87b8f872f26090db316cc145c10510e59c87f334,54.39149111,396.4696437,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-02
0x4e624c8ed77b8a3231d5335a3861a82632d996ad,0xce84867c3c02b05dc570d0135103d3fb9cc19433,30,221.503973,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-03
0x4e624c8ed77b8a3231d5335a3861a82632d996ad,0xce84867c3c02b05dc570d0135103d3fb9cc19433,121.7078577,207.7730884,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-18
0x06ef30e3c5fad2d49d2786ec6f7fea255e964d4f,0xdcbf77bba80a9fd82077c04f080a4100b232a26c,600,4419.091129,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-03
0xb2266738e1fe3d38eb2651f1e77f8e022678ed8d,0xce84867c3c02b05dc570d0135103d3fb9cc19433,4664.5,29412.44632,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-03
0xb2266738e1fe3d38eb2651f1e77f8e022678ed8d,0xc8d02f2669ef9aabe6b3b75e2813695aed63748d,4639.298028,29261.96566,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-03
0xb2266738e1fe3d38eb2651f1e77f8e022678ed8d,0xce84867c3c02b05dc570d0135103d3fb9cc19433,537.4173127,1283.362031,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-13
0x336587078694b8da95d6100c3e2e82a16c919799,0xce84867c3c02b05dc570d0135103d3fb9cc19433,55.4475957,93.85649713,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-05
0xf4985e21cf0b493c379c431b40ea46b2d4de74a5,0xce84867c3c02b05dc570d0135103d3fb9cc19433,594.1005315,4576.204875,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-01
0xf4985e21cf0b493c379c431b40ea46b2d4de74a5,0xf95251140a1cbe3cd906319feffb8f34394a6398,334.5893745,528.3865837,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-06
0xf4985e21cf0b493c379c431b40ea46b2d4de74a5,0xf95251140a1cbe3cd906319feffb8f34394a6398,90.65500765,251.85474,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-07
0xf4985e21cf0b493c379c431b40ea46b2d4de74a5,0xf95251140a1cbe3cd906319feffb8f34394a6398,51.89216617,126.6317596,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-08
0xf4985e21cf0b493c379c431b40ea46b2d4de74a5,0xf95251140a1cbe3cd906319feffb8f34394a6398,956.522585,2724.687436,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-09
0xbe78e74018d4c5d45b5779df7d51cb916c7855fc,0xce84867c3c02b05dc570d0135103d3fb9cc19433,153.8261205,1107.064442,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-03
0xbe78e74018d4c5d45b5779df7d51cb916c7855fc,0xce84867c3c02b05dc570d0135103d3fb9cc19433,434.8731719,701.7215697,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-21
0x2212e6814c26137563629da2ff3bbeec2001d5ba,0xce84867c3c02b05dc570d0135103d3fb9cc19433,36.99741346,398.1309538,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-01
0xd500b8462be1b5fd21faca2de1475537e8cb1115,0xce84867c3c02b05dc570d0135103d3fb9cc19433,686.0261826,3981.257224,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-03
0xd500b8462be1b5fd21faca2de1475537e8cb1115,0x80c5e6908368cb9db503ba968d7ec5a565bfb389,730.3149,1920.726703,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-07
0xd500b8462be1b5fd21faca2de1475537e8cb1115,0x8798249c2e607446efb7ad49ec89dd1865ff4272,485.7139122,1442.414578,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-09
0xd500b8462be1b5fd21faca2de1475537e8cb1115,0x8798249c2e607446efb7ad49ec89dd1865ff4272,134.0386821,399.4725695,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-10
0xd500b8462be1b5fd21faca2de1475537e8cb1115,0x8798249c2e607446efb7ad49ec89dd1865ff4272,445.551072,1090.869833,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-12
0xd500b8462be1b5fd21faca2de1475537e8cb1115,0x8798249c2e607446efb7ad49ec89dd1865ff4272,346.7592007,579.2381513,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-16
0xd500b8462be1b5fd21faca2de1475537e8cb1115,0xce84867c3c02b05dc570d0135103d3fb9cc19433,1429.810311,2527.248079,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-18
0xd500b8462be1b5fd21faca2de1475537e8cb1115,0xce84867c3c02b05dc570d0135103d3fb9cc19433,5337.323975,9442.568804,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-19
0x1a044611b07ff7924e39b9df2c3570f96a366255,0xce84867c3c02b05dc570d0135103d3fb9cc19433,163.1370063,967.6428677,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-03
0x4e4ee2dc25811b252d73dc3436703b4a3591dd11,0x0609df3ff33cba8f6f8e3a339c953c561d7d1af2,216.6275344,492.8801359,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-10
0x4e4ee2dc25811b252d73dc3436703b4a3591dd11,0x0609df3ff33cba8f6f8e3a339c953c561d7d1af2,93.74002631,231.1772607,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-14
0x4fd50e8534d0b7342e8d9e0d1e732ab150898add,0xce84867c3c02b05dc570d0135103d3fb9cc19433,26.35709365,78.47708907,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-05
0x4fd50e8534d0b7342e8d9e0d1e732ab150898add,0xce84867c3c02b05dc570d0135103d3fb9cc19433,1117.889886,2512.218913,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-11
0x9521bc51956adfabab1e3c5040c676a1de3b3f1d,0xa4ea2d202d04804ea0965dbc72426456cda00a7a,87,881.8746185,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-01
0x9521bc51956adfabab1e3c5040c676a1de3b3f1d,0xce84867c3c02b05dc570d0135103d3fb9cc19433,450,2967.366028,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-01
0xd3a5bd87f5d3195f785af1448fe5ae6d5d2ebcd7,0xce84867c3c02b05dc570d0135103d3fb9cc19433,38.15702009,411.4851015,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-01
0xd3a5bd87f5d3195f785af1448fe5ae6d5d2ebcd7,0x8798249c2e607446efb7ad49ec89dd1865ff4272,164.4926867,405.6641566,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-14
0x67e6a4e705745f2028b66b8916b95a6289d216a0,0x4d217da57a76db8388386e9ab103affd64d0f46a,466.1481417,743.7984064,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-18
0x67e6a4e705745f2028b66b8916b95a6289d216a0,0x2dc0496f678fcd8892ec14ca1590b0db59718c5c,65.04330126,116.1828212,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-20
0x67e6a4e705745f2028b66b8916b95a6289d216a0,0x2dc0496f678fcd8892ec14ca1590b0db59718c5c,408.7840643,689.9933254,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-21
0x67e6a4e705745f2028b66b8916b95a6289d216a0,0x2dc0496f678fcd8892ec14ca1590b0db59718c5c,92.35961156,119.8974172,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-10-01
0x67e6a4e705745f2028b66b8916b95a6289d216a0,0xce84867c3c02b05dc570d0135103d3fb9cc19433,638.3035583,575.0640013,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-10-05
0x67e6a4e705745f2028b66b8916b95a6289d216a0,0xce84867c3c02b05dc570d0135103d3fb9cc19433,345.3436501,222.2455899,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-10-21
0x27a281611c501fc3a421a2f0d2cc433163c461ad,0xce84867c3c02b05dc570d0135103d3fb9cc19433,38.11465566,302.8603117,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-01
0x27a281611c501fc3a421a2f0d2cc433163c461ad,0xe41de43defbb30938cee9fbc415a34a13832007d,192.16,1290.603019,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-02
0x27a281611c501fc3a421a2f0d2cc433163c461ad,0xd2697a8908aac0ce6c1d0bb3790988bfda9cc994,90.86076114,673.9479364,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-02
0x135b96df488b903b79ad978eee4a43f18b19f8f1,0xce84867c3c02b05dc570d0135103d3fb9cc19433,39924.73,110091.774,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-06
0x1ba18a1b86586e0b439fc0802921f9b8eb19766e,0xce84867c3c02b05dc570d0135103d3fb9cc19433,237.5465071,409.6899699,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-19
0xcbfa3026916326cdec3dde064339886837248cd8,0x0b50088894bf7c2e67f62a64d58fa67d725f7388,1143.145603,11587.48382,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-01
0xcbfa3026916326cdec3dde064339886837248cd8,0x8610e7e131ecc29b1edc1eef2f7fd6df2b6400f9,400,920.1683998,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-09
0x1aa842f929a3de057f8fad92d54fb5ab7c39ab22,0xce84867c3c02b05dc570d0135103d3fb9cc19433,40,407.4983597,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-01
0x1aa842f929a3de057f8fad92d54fb5ab7c39ab22,0xce84867c3c02b05dc570d0135103d3fb9cc19433,49.49254382,324.9235562,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-02
0xbf377591807f50865f17d29472bdc68f1925f05d,0x8f75a47c5a8949aee8d3f01e59e6992564d011ca,134.666845,781.5202441,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-03
0xbf377591807f50865f17d29472bdc68f1925f05d,0x45be7e14e92c3cd0fd4ca79de1db3857ec03309a,1693.499899,8326.010847,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-04
0x449b7a674e9880285b2c1d5f3afd5404ef35957f,0x7c2848fe4b4dd05898b253f9f0428a2b048729ef,5,37.98069715,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-03
0x449b7a674e9880285b2c1d5f3afd5404ef35957f,0x449b7a674e9880285b2c1d5f3afd5404ef35957f,5,37.98069715,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-03
0xf76955dd11a690d5f41d1ff0e2809239ed69e72d,0xa5383ed70ae31916c9e98677575d74efda026d88,233.26,595.4003232,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-13
0x76588c3757fd06a69be431a7dcb6613379070961,0xce84867c3c02b05dc570d0135103d3fb9cc19433,33.87,347.5954876,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-01
0x76588c3757fd06a69be431a7dcb6613379070961,0xcaa431601514763835eb2d44a55a678fa060e474,45,62.9280889,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-23
0xfa275e70b5648bcaef7c6c118890dd734c2d459f,0xce84867c3c02b05dc570d0135103d3fb9cc19433,6591.984974,46018.37955,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-03
0xfa275e70b5648bcaef7c6c118890dd734c2d459f,0xce84867c3c02b05dc570d0135103d3fb9cc19433,4339.434353,21334.6204,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-04
0xae0e79053129434edfa5d08162b4d60e042522ef,0x8798249c2e607446efb7ad49ec89dd1865ff4272,1108.379,2121.917337,"{'symbol': 'SUSHI', 'address': '0x6b3595068778dd592e39a122f4f5a5cf09c90fe2'}",2020-09-15
